Subject;Author;Date;Time;HTML Article
Otteluraportti: ITKK-99 vs. KCK;ITKK;2006-01-21;17:59:35;<p>SuperWeekendissä kapteeni Ahosen voittoputkeen ruoskima ITKK-99 joutui pelaamaan ensimmäisen ottelun ilman kapteeniaan tämän vuoden puolella. Vastassa oli liigan alisuorittajien kestosuosikki jo monen kauden ajalta eli KCK. Keli oli kyykkäammattilaiselle varsin leppoisa eli vajaa 20 astetta pakkasta ja tuulta ei juuri nimeksikään.</p><p><br></p><p>Ensimmäisessä erässä kotijoukkueen hallitusrekry Sepe Kyynäräinen päästettiin kentälle jopa hänen itsensä ihmetykseksi, mutta hän vastasi huutoon ja jatkoi nousujohteista esitystään. Muuten Ahosen kauden aikana suosimaa pelijärjestystä kunnioitettiin paikalla olevan materiaalin voimin. ITKK:n Matikaisen ja KCK:n Purasen vitosia lukuunottamatta erä oli varsin ihmeellistä nysväämistä. Onneksi Puranen kompensoi kahdella hauella ratkaisevan eron kotijoukkueen hyväksi erän päättyessä lukemiin 24-28.</p><p><br></p><p>Toiseen erään Kyynäräisen tilalle nelospaikalle vaihdettiin Pesonen, kun muu ryhmittymä pidettiin järjestyksessä Raatikainen-Matikainen-Kuusio.<br>KCK:n vaihtorumba kuvaa joukkueen urautunutta tilaa eli ei mitään muutoksia kokoonpanossa tappiotilanteesta huolimatta. Erän hauskin sattumus nähtiin kotijoukkueen avausheittäjän ensimmäisessä aloitusheitossa, joka paikallisen pilkkikerhon tekemästä reijästä otti sellaisen kuoletusiskun, että tuloksen oli kuusi neliöön kaatunutta kyykkää. Toisella heitollaan Raatikainen näytti taas vakuuttavaa avaustaitoaan ja petasi seuraaville heittäjille hyvät paikat ratkaista ottelu. KCK oli kuitenkin päättänyt taistella pisteitäs loppuun asti, mutta hieno kiri hyytyi Yki '11' Hakkaraisen suorittamaan kahteen haukeen erän lopussa, joiden jälkeen ITKK-99:n haparoiden esiintyneelle siivouspartiolle jäi varsin helppo työ ratkaista ottelu ja ottaa yksi voitto lisää neljän voiton putken jatkoksi. Toinen erä KCK:lle 12-11 ja koko ottelu siten 36-39.</p><p><br></p><p>Ensi viikolla viikolla ITKK:n vieraaksi saapuu liigatulokas MULK, joka sai SuperWeekendissä yli 30 pinnaa kuonoonsa. MULK on välähdyksittäin esittänyt sellaista peliä, jolla liigapelejä pitäisi helpostikin pystyä voittamaan. Nähtäväksi jää kuinka he onnistuvat ensi tiistaina klo 18 alkavassa ottelussa. Liigan kärkitilasta kamppailevalla ITKK-99:llä ei ole varaa turhiin tappioihin, jos mielivät kahden parhaan joukkoon ja suoraan välieriin.</p>
Otteluraportti: ITKK-99 vs. MULK;ITKK;2006-01-25;09:57:43;<p>Ilmojen haltija oli siirtänyt ammattilaisten kyykkäkelit Keski-Eurooppaan, joten ennakkoon voitiin odottaa karaistumattomalta liigan tulokasjoukkue MULKilta pätevää esitystä. ITKK:n kapteeni Ahonen loisti jälleen kerran poissaolollaan.</p><p><br></p><p>Jo hutunkeitossa vierasjoukkue manasi kuulemma itselleen tappion, koska meni voittamaan sen. Kapteenia lukuunottamatta kotijoukkeen paikkakunnalla olevat pelaajat olivat kaikki saapuneet paikalle, joten ensimmäiseen erään arvontakone löysi kokoonpanon Pesonen-Matikainen-Jääskeläinen-Kyynäräinen. Aloitusvuoron turvin MULK yritti heti lyödä vastustajalle luuta kurkkuun poistaen 11 kyykkää neliöstä, mutta Janne 'Cerbe' Matikainen näytti mistä kolminkertaisen mestarijoukkueen pelimoraali on tehty. Hän poisti Pesosen heitämien kolmen kyykän jälkeen yksin 12 kyykkää neliöstä ja vastustajien ilmeet alkoivat vetää vakaviksi. Erä mentiinkin loppuun kotijoukkueen selvässä hallinnassa. Meinattiinpa nähdä kauden ensimmäinen miinuseräkin, mutta onneksi liigatulokas Kyynäräinen näytti ettei hän ole sen huonompi lakaisija kuin muutkaan joukkueen pelaajat. Erätulos 2-34 ja ottelu oli lähes kättelyä vajaa valmis. Matikaisen yksittäisen heiton 8 kyykkää ja erässä heitetyt 34 pistettä oikeuttavat molemmat Liigan Hall of Fame listoille.</p><p><br></p><p>Toiseen erään vaihtopenkiltä kavettiin uusia pelaajia molempiin joukkueisiin ja ITKK:n kvartetti muovaitui järjestykseen Raatikainen-Matikainen-Kuusio-Jääskeläinen. Erän näyttävimmästä suorituksesta vastasikin MULKin aloittaja Marjo 'Maio' Nieminen, joka heitti liigauransa ensimmäisen kuutosen. ITKK onnittelee vilpittömästä saavutuksen johdosta. Muuten toinen erä oli lähinnä terveisten heittelyä ja erätulos vajosikin lukemiin 16-45 ja siten koko ottelu murskalukemin 18-79 ITKK-99:n hyväksi ja joukkueen voittoputki venyikin nyt jo kuuden ottelun mittaiseksi. Illan viimeisessä ottelussa piristynyt PKMM aiheutti Draconikselle kauden toisen tappion ja siten ITKK siiryi liigan piikkipaikaille. Edessä on kuitenkin ottelut kaikkia kolmea muuta runkosarjan voitosta taistelevaa joukkuetta vastaan, joten syytä ei ole edes hillittyyn henkseleiden paukutteluun.</p><p><br></p><p>ITKK:n pelaajarintamalla koettiin jälleen yksi menetys, kun joukkueen vilttiketjun kolmas lenkki Juha Väänänen ilmoitti muuttavansa etelän syrjäiseen kalastajakaupunkiin. Täten näyttääkin siltä että ennen kauden alkua 'Ferrarista Minardiksi!' tiedotteen lopussa maalatut uhkakuvat voivat käydä toteen. Nähtäväksi jääkin toteutuvatko ne vai saavatko tilastoihin tuijjottajat jälleen kerran nenilleen. ITKK palaa tositoimiin reilun viikon päästä torstaina jolloin vastaan asettuu ainakin toistaiseksi kärkikahinoissa mukana oleva GPK.</p>
Otteluraportti: ITKK-99 vs. GPK;ITKK;2006-02-07;09:44:17;<p>Ennakkoon parin helpomman pelin jälkeen ITKK-99:n kolmanteen peräkkäiseen kotiotteluun vieraaksi saapui edellisessä ottelussaan pahasti selkään saanut GPK. Jo ennen peliä GPK julisti lähtevänsä parhaalla mahdolisella kokoonpanolla, kun kotijoukkueella oli taas tilanne se että odoteltiin ketkä paikalla ilmestyvät.</p><p><br></p><p>Hutunkeiton voittanut vierasjoukkue aloitti ensimmäisen erän räväkäski varsin tyylipuhtailla konanpoisto heitoilla. ITKK:n puolelta vain Matikainen pystyi vastaamaan tuohon tulitukseen kahdella hyvällä heitolla. Erän puolivälin jälkeen odoteltiin GPK:n perinteistä taantumista enemmän tarkkuutta vaativissa heitoissa, mutta kotijoukkueen kannalta valitettavasti sitä ei nähty. Tasaisesti esiintynyt GPK tyhjensi kentän 15 heitolla ja ITKK:n pelastus oli läpi erän hyvin torneja pommittanut Matikainen, jonka saldoksi kertyi 38 pistettä, jolla ansaittu paikka Hall of Famessa. Toinenkin merkittävä tapaus nähtiin ensimmäisen erän aikana kun Seppo 'Sepe' Kyynäräinen onnistui tekemään ns. Rainet eli heittämään yhdessä erässä 4 haukea. Joukkue on ylpeä voidessaan sanoa että kolmen mestaruuden lisäksi olemme onnistuneet heitättämään molemmat nykyisen tilastoinnin aikaiset neljän hauen erät. Erä kaikesta huolimatta GPK:lle vain 8-(-1), joten toiseen erään vielä jäi panosta.</p><p><br></p><p>Toiseen erään Kyynäräinen joutui yleisön suureksi murheeksi siirtymään vaihtopenkin puolelle ja tilalle kaivettiin kapteenin sivutoimista virkaa kolmatta ottelua putkeen hoitanut Kuusio. Erä alkoikin tasaisemmissa merkeissä ja puolessä välissä näytti jopa siltä että GPK yrittäisi tarjota koko ottelun voitoa kotijoukkueelle. Kuitenkin vieraiden ensimmäisen erän kaltainen varmuus tiukassa paikassa ajoi kotijoukkeen sellaiseen ahdinkoon, josta eväät eivät riittäneet erävoittoa pidemmälle. Tulos 12-14 ja siten koko ottelu vieraille varsin ansaitusti lukemin 20-13.</p><p><br></p><p>Välillä yhden erän miehenäkin pidetty Janne 'Cerbe' Matikainen onnistui myös toisessa erässä mallikkaasti ja tästä palkintona toinenkin kiinnitys Hall of Fameen eli koko ottelussa heitetyt yhteispisteet 68.</p><p><br></p><p>Vanha sananlasku 'kolmas kerta toden sanoo' piti jälleen kerran paikkansa, kun tappioitta superweekendin jälkeen joukkuetta kipparoinut Kuusio sai kokoa ensimmäisen tappion sitten viime vuoden. Nähtäväksi jääkin ottaako varsinainen kapteeni eli Jussi Ahonen joukkueen hallintaan seuraavassa pelissä tiistaina, kun ITKK-99 isännöi nousukuntoista VTTU:ta vastaan pelattavaa ottelua. Pelistä ei varmasti puutu panosta sillä VTTU taistelee paikasta pudotuspeleihin ja ITKK:lla on vielä varsin hyvät saumat, jopa runkosarjan voittoon. Kaikki paikalle tiistaina 7.2. klo 18.30!</p>
Luolamiehille sanktio;NKL;2006-02-08;14:56:31;<p>Koska tiistaina 7. helmikuuta pelatut liigapelit myöhästyivät reilusti puuttuvan tuomarin takia, on NKLH langettanut LMTVO:lle asian johdosta 20 pisteen sanktion. Sanktio lisätään joukkueen seuraavan ottelun lopputulokseen.</p>
Päivän divariotteluiden aikataulu;NKL;2006-02-08;15:50:30;<p>Erinäisten pelisiirroista ja niihin liittyvistä tiedotusongelmista johtuvien epäselvyyksien takia vielä tarkennus tämän päivän divariaikataulusta.</p><p><br></p><p>Pelit pelataan seuraavasti:<table><tr><th>Klo</th><th>Lohko A</th><th>Lohko B</th></tr><tr><td>17:00</td><td><center>-</center></td><td>LEKA-Man</td></tr><br><tr><td>17:30</td><td><center>-</center></td><td>Plee-2D58<br><tr><td>18:00</td><td><center>-</center></td><td>PaVa-SK<br><tr><td>18:30</td><td>PK69-Kamu</td><td>IHKU-HuTi<br><tr><td>19:00</td><td>PUUTE-MaSki</td><td><center>-</center></td><td></tr><br></table></p>
Otteluraportti: ITKK-99 vs. VTTU;ITKK;2006-02-08;19:27:01;<p>Akkojen lailla viime ottelunsa GPK:ta vastaan hävinneen ITKK:n sisällä oli viimeisten peliraporttien mukaan havaittavissa pientä antipatiaa kapteenin muita harrastuksia kohtaan. Joukkuepelin ollessa kyseessä sotahan ei yhtä miestä kaipaa, eivätkä kaikki joukkueen miehet ole olleet kertaakaan samassa ottelussa yhtä aikaa paikalla. Tosin kaikki eivät ole olleet ainoassakaan ottelussa paikalla. VT-kapteenin pallilla viimeiset ottelut säätänyt Mikko Kuusio sai väistyä, kun kovalla, mutta lempeällä kädellä isällisesti joukkuettaan paimentava kapteeni Jussi Ahonen saapui paikalle. Runsaspäisen fanijoukon harmiksi reilun<br>kahdenkymmenen asteen pakkasen syyksi voitaneen laittaa se, etteivät<br>ilotulitteet, äänentoistot ja savukoneet olleet kunnossa, vaikka Ahonen olikin.</p><p><br></p><p>Jo ennen peliä VTTU:n Mikko 'Heitänpä ihan vi*un kovaa, että tulee ainakin komea siitä hauesta 'Dahlbom oli päättänyt ottaa matsin 'me ollaan hävitty tää peli' -asenteella yrittäen näin kasata paineita ITKK:lle. VTTU:lla panoksena ottelussa oli paikka puolivälierissä kuuden joukossa, ITKK:lla taas oli tiedossa 'otetaanpa pari pistettä noiltakin tunareilta' -tunnelmissa käytävä peli.</p><p><br></p><p>Ottelun alkuun voitetun hutunkeiton päätteeksi ITKK passitti kentälle miehet Kuusio, Matikainen, Ahonen ja Jääskeläinen VTTU:n Tarkkiota, Dahlbomia, Sukasta ja Kerästä vastaan. VTTU:n puolelta ensimmäisessä erässä olisi päässyt parilla edes kohtuullisella heitolla loistamaan kuka tahansa, niin umpisurkeasti 3/4-joukkuetta heitti. Yksi olikin ylitse muiden. Tarkkiolla oli helppo tehtävä heittää paljon kyykkiä ulos toisellakin kierroksella, tuloksena henkilökohtaisiin tilastoihin hieno erä, 34. ITKK:n erä oli suurimmaksi osaksi perusvarmaa heittelyä, huippuheittoja ei tullut, muttei myöskään suuria epäonnistumisia. Viime ottelussa huipputuloksen tehnyt Janne Matikainen oli onneksi palannut maan pinnalle, eikä heitto kulkenut läheskään samalla lailla. Pakkasen syytä kuulemma. ITKK:n toisen kierroksen pelikin onnistui ja erätauolle mentiin tuloksessa ITKK 2 - Tarkkio 12.</p><p><br></p><p>Toiseen erään ITKK vaihtoi aloituspaikalle Lasse 'Basisti' Pesosen. Ei Kuusio toki huonosti ollut heittänyt, piti vain saada kaikki pelaamaan. VTTU:n puolella Tarkkio hieman hyytyi ja kun loppujoukkue heitti yhteensä täsmälleen yhtä paljon ulos kuin ensimmäisessä erässä, tulos huononi oleellisesti. ITKK jatkoi suunnilleen ensimmäisen erän malliin. Erä meni ensimmäistä heikommin toisella kierroksella ei niin hyvin heitettyjen heittojen takia. Jääskeläinen kuitenkin pelasti hyvän erätuloksen viimeisillä heitoillaan. Koko ottelu ITKK:lle lukemin 9 - 45.</p><p><br></p><p>VTTU ei siis pystynyt jatkopaikkaansa vielä varmistamaan pelin mennessä niin sanotusti VTTU:iksi. ITKK:lla taas on mahdollisuus runkosarjan voittoon kahdessa jäljellä olevassa ottelussa. Torstaina vastaan hyökkää pahaa hengitystä hönkivä Draconis, jota vastaan joukkue joutuu jälleen kerran tarjoamaan Mynthon-pastillinsa ilman kapteeniaan. Mainittavia tuloksia ottelusta on Tarkkion 56 pistettä sekä Dahlbomin kuusi kyykkää kahdeksalla heitolla -taktiikka. Liigassa on nähty yhden miehen joukkueita ennenkin, pitemmän päälle kannattaisi muidenki harjoitella tai vaihtaa lajia. Eivät eunukitkaan naisissa käy.</p>
Otteluraportti: PKMM-MULK;MULKin tietotoimisto;2006-02-14;13:22:30;<p>Seuraavaksi MULKin ohjelmassa oli luvassa peli PKMM:ää vastaan. Ottelusta olikin syytä odottaa mielenkiintoista, sillä kyseessä oli ainoa joukkue joka ei vielä ollut MULKkia voittanut. Edellisessä kohtaamisessahan MULK oli ottanut voiton peräti neljäntoista pisteen turvin.</p><p><br></p><p>Ottelusta muodostuikin perin jännittävä. Ensimmäisen erän vakuuttavin suoritus nähtiin MULKin kakkosheittäjä Kontiolta, joskaan vastustajan samaa paikkaa heittänyt Laakkonen ei jäänyt kuin yhden kyykän päähän Kontion suorituksesta. MULKin erän päätös oli kuitenkin aavistuksen haparoiva, neljään viimeiseen heittoon mahtui kaksi haukea. Erätulokseksi jäi kuitenki MULKille varsin kohtuullinen 13p. Tämän jälkeen jäätiin odottelemaan mitä PKMM:n ankkurosasto saa aikaan. MULKin onneksi sieltäkin löytyi kalamiehiä ja PKMM pääsi lähelle muttei ohi. Erä MULKille täpärästi 14-13.</p><p><br></p><p>Toisessa erässä molemmat joukkueet luottivat ensimmäisessä erässä hyviä tuloksia tuoneeseen nelikkoon, liekö taaskin pääosin siksi ettei vaihtoaitossa varsin kovaa kuhinaa ollut. Toisessa erässä pelin taso kuitenkin laski puolin jos toisin. Etenkin PKMM:n Laakkonen romahti ensimmäisen erän tasostaan. MULKin Vuoti keskittyi edelleen lähinnä virvelöintiin, ja hänen saaliinaan ottelusta olikin lopulta kaikkiaan neljä vonkaletta. Erän onnistujiin kuuluivat PKMM:n Jäppinen sekä MULKin nelosheittäjä Hanski, jotka pitivät joukkueitaan pystyssä. MULKin viimeisten heittojen koittaessa tilanne näytti jo melko vaikealta, mutta Hanskin onnistui kuitenkin pelastaa joukkueelleen tasapeli kahden onnistuneen heiton avulla. Erä päättyi lukemiin 23-24 ja ottelu siis tasatulokseen 37-37. PKMM ei ole vieläkään onnistunut kaatamaan MULKkia, ja MULK poistui areenalta arvokkaan yhden pisteen rikkaampana.</p>
Kenttien huollosta;NKL;2006-02-15;11:23:27;<p>Nyt kun peli- ja treenikausi alkaa olla kiihkeimmillään on aika kiinnittää hieman huomiota myös kentän kuntoon. Pahiten kenttä kuluu eturajalta, johon kaatuvat kyykät kaivavat kuoppia. Kyykkien heittäminen pois kuopista ja konan pystyttäminen kuoppaiselle rajalle ovat tunnetusti ärsyttävää puuhaa joten pelien ja treenien jälkeen kannattaa yrittää hieman täyttää noita syntyneitä kuoppia. Kuoppiin voi kantaa kentän laidalta lunta ja tampata sen mahdollisimman tiiviisti paikalleen koloihin. Hifistelijät voivat viedä muovikassillisen tai ämpärillisen lunta myös sisälle sulamaan jolloin sen saa paremmin jämähtämään kuoppiin. NKL:n hallitus kiittää kaikkia jotka jaksavat nähdä vaivaa kenttien ylläpitämiseen.</p>
Otteluraportti: ITKK-99 vs. Draconis;ITKK;2006-02-15;11:25:48;<p>ITKK:n sisällä kaiversi jälleen. Tällä kertaa syynä oli kentän viivojen väri. Eturajan ollessa sininen myös muut olisi osan mielestä pitänyt maalata siniseksi, mutta enemmistön päätöksellä ne jätettiin maalaamatta. Tästäkin huolimatta ottelu pääsi alkamaan ajallaan. Molemmat joukkueet pelasivat läpi ottelun samoilla pelaajilla, jotka ITKK:lla olivat Kuusio - Matikainen - Ahonen - Jääskeläinen ja möröillä Koistinen - Talvirinne - Rannikko - Pyykkö.</p><p><br></p><p>Koska yhden miehen ja yhden naisen joukkueena tunnetulta Draconikselta puuttui se toinen, ottelu oli alusta asti pelattu ITKK:lle. Osalla porukasta viime lauantain MM-kulta ja siitä seurannut sisuskaluissa myllertävä voittajaOLO olivat vielä päällimmäisinä ajatuksina. Mikäs oli otteluun lähtiessä takki auki, kun pari äijää oli oikein ulkopaikkakunnalla käynyt pelaamassa.</p><p><br></p><p>Ensimmäisessä erässä ITKK kuitenkin otti rumasti turpaan ja tauolle mentiin lukemissa 9 - 8. Peli oli hieman räpellystä ja ainoana omalla tasollaan pysyi Ahonen. Draconiksen heittäjät olivat suhteellisen tasaisia.</p><p><br></p><p>Toisen erän ITKK veikin komeetan lailla lopputuloksen ollessa -1 - 2 ja näin ollen veikkaajille varma tuloskohde sellaisena pysyikin. Koko peli siis ITKK:lle 8 - 10. Toisen erän onnistujiin voidaan lukea Matikainen ja Koistinen pistein 36 ja 30. Varsinkin Matikaiselle pientä apua tarjoili haukien muodossa edellinen heittäjä Kuusio. Toisaalta hyvät heitot hyvään kohtaan söivät loppupäästä tulosta ja kapteeni Ahosta jäivät kaivelemaan Matikaisen 'liian hyvät' torninpoistot. Ahosella nimittäin oli henkilökohtaisella puolella tavoitteenaan kaikkien erien SP/e-pistekeskiarvon saaminen yli 30. Kauaksi tavoitteesta ei jääty, mutta aina ei voi voittaa ja joukkue voitti kuitenkin.</p><p><br></p><p>Kotona sanomista lienee saanut Kuusio kolmella hauellaan ja varsinkin sillä, että ne mies joi ne heti ottelun jälkeen noin puolessa minuutissa. Vielä komeamman saaliin nappasi Rannikko neljällä vonkaleellaan. Matikaisen ja Koistisen lisäksi myös Pyykkö, Ahonen ja Jääskeläinen onnistuivat toisessa erässä. Jääskeläinen jopa sataprosenttisesti.</p>
KCK:lle luovutusvoitto;NKL;2006-02-16;19:23:49;<p>Runkosarjan viimeisessä ottelussa nähtiin perin kummallinen tilanne. PKMM ei saanut riittävää määrää pelaajia paikalle ja KCK voitti ottelun luovutusvoitolla. Otteluun laskettiin sääntöjen mukaiset laskennalliset tulokset.</p><p><br></p><p>Samalla runkosarja päättyi. Suoraan välieriin pääsi runkosarjan kaksi parasta joukkuetta, ITKK ja DRA. Puolivälieräparit ovat LMTVO-KCK ja GPK-PKMM.</p>
Divarin jatkopelit;NKL;2006-02-17;12:39:52;<p>Divarin runkosarja on saatu pelattua ja jyvät on eroteltu akanoista. Loppupeleihin lähtevät molempien lohkojen neljä parasta joukkuetta ja divarin voittajahan saa mahdollisuuden karsia liigaan joten merkityksettömistä peleistä ei ainakaan voida puhua.</p><p><br></p><p>Divarin puolivälierien otteluparit ovat:<BR>MaSki-PaVa<BR>HUMP-Plee<BR>PUUTE-IHKU<br>VaWa-LEKA</p><p><br></p><p>Jatkopelit pelataan kerrasta poikki -systeemillä joten niissä nähtäneen divarin parasta kyykkää. Pelit alkavat heti maanantaina 20.2. klo 18:00 eli samaan aikaan kuin liigan jumbofinaali. Kaikki katsomaan kauden huipentumaa Fartwall Arenalle!</p>
Välieräraportti DRA-LMTVO 28.2.-2.3.2006;Jukka Tanninen/DRA;2006-03-03;09:47:18;<p>Vahvasta runkosarjapelistä tunnettu Draconis sai suoraan välieriin päässeenä vastaansa puolivälierissä KC Kåbnän pudottaneen Luolamiesten Työväen Opiston. Luolamiesten aikaisemmat otteet pudotuspeleissä antoivat odottaa kovatasoista taistelua himoitusta finaalipaikasta.</p><p><br></p><p><B>Ensimmäinen välieräottelu LMTVO-DRA 28.2.2006</B></p><p><br></p><p>Ilmojen herra oli valinnut ensimmäiseen välieräkamppailuun purevan -15 asteen pakkasen. Kyykkäkenttä oli loistavassa kunnossa ja pelivälineinä olivat Pikakyykkämetallimiesten karheat kitkakyykät. Kentän laidalle oli ilmestynyt 0 maksanutta katsojaa ja kourallinen kuokkavieraita. Kotikentällään pelaavat Luolamiehet aloittivat strategisella kokoonpanolla Korppi-Lintunen-Varis-Heimala. Draconis ilmoitti kokoonpanokseen mielenkiintoisen Koistinen-Talvirinne-Tanninen-Pyykkö. Melkein koko runkosarjan puhtaana pystylyöjänä peluutettu Tanninen oli taktisesti siirretty siivouspuuhiin. Olipa miestä käyty myös parantelemassa leikkauspöydällä pelitulosten parantamiseksi. Draconiksen kapteeni Hyyryläinen taas hermostutti vastustajia mittavilla raameillaan ja oman joukkueen pelaajia ihan muuten vaan (kävi hän toki huttuakin keittämässä).</p><p><br></p><p>Ensimmäinen erä oli varsin tasaista puurtamista molemmilta joukkueilta. Pelimiesten riveissä oli kuitenkin himpun verran enemmän onnistumisia ja vahvan lopetuksen ansiosta Draconis hallitsi ensimmäistä erää selvin 12-2 luvuin.</p><p><br></p><p>Toiseen erään ei vaihtomiehiä haettu ja joukkueet luottivat ykköskokoonpanoihinsa. Luolamiehillä oli selviä ongelmia käynnistää kunnollista takaa-ajoa ja nähtävissä olikin hienoista otteen herpaantumista. Draconis sen sijaan näytti parasta peliään, kun Koistinen, Talvirinne ja Tanninen poistivat kaikki paitsi kaksi kyykkää kentältä. Kun Sami Pyykkö jätettiin tylysti erän lopussa heittämättä, oli erätulos karua kertomaa 15 - (-2) ja koko ottelu yllättävänkin epätasainen, lopputulos: LMTVO 27 ja Dra 0 (NKL:n historian paras pelitulos yhdessä LMTVO:n kanssa).</p><p><br></p><p><B>Toinen välieräottelu DRA-LMTVO 2.3.2006</B></p><p><br></p><p>Fartwall areena oli jälleen pakkasen purema, kun Draconis otti kotijoukkueena vastaan ensimmäisessä osaottelussa siipeensä saaneet Luolamiehet. Molemmat joukkueet luottivat edellisen pelin kokoonpanoihinsa. LMTVO oli selvästi käynyt sukimassa sulkiaan uuteen uskoon, koska ensimmäisessä erässä nähtiin aivan toisenlaista peliä kuin kaksi päivää aikaisemmin. Lintumiehien heittäessä tasaisesti kyykkiä pihalle, oli viimeistelijä Heimalalla helppo työ tyhjentää kenttä ja erätulokseksi komea -1. Draconis pyrki jatkamaan siitä mihin viime pelissä jäi, mutta kolmosheittäjä oli vahingossa nauttinut yhden pullon liikaa Dr. Pepperiä ja esitti selkeästi ylikuntoisia heittoja. Tuloksena kolme komeaa haukea ja ilman Sami Pyykön vakuuttavaa viimeistelyä olisi toiseen erään lähdetty vain jäähdyttelemään. Erä päättyi Luolamiesten voittoon 6 - (-1).</p><p><br></p><p>Toiseen erään seitsemän pisteen etulyöntiasemassa lähtenyt LMTVO joutui alottamaan ja Draconis sai tasoittavan edun. Jos ensimmäisessä erässä Tanninen lämmitti yleisöä haukisopalla (kapteeni lupasi haukidrinkin Gaala-illassa!), oli tällä kertaa LMTVO:n Tuomas Korpin vuoro roiskia kolme hutia. Kolmospaikalla rautalangalla ja jesseteipillä joukkuetta kasaan koonnut Juha 'Onni' Varis pääsi tasolleen ja poisti heitoillaan enemmän kyykkiä kuin Korppi ja Lintunen yhteensä. Otteen lopussa kuitenkin hieman herpaantuessa hallitsevien mestarien erätulokseksi jäi 9. Tämä jätti takaoven auki Draconiksen viimeistelijöille, joilla oli kentällä poistettavissa enää neljä kyykkää (mm. tulessa heittäneen Jyri 'Konajyrä' Koistisen ansiosta).</p><p><br></p><p>Kun Tanninen taktisesti säästeli parhaat heittonsa viimeiseen pariin, nostaen kotijoukkueen tasoihin ja kun Sami 'Oma Koira Puri' Pyykkö poisti viimeisen kyykän ensimmäisellään, kutsui pronssiottelun kellojen kolkko kumina hallitsevat mestarit himmeämpien mitalien jahtiin.</p><p><br></p><p>Edellisellä kaudella pudotuspelien parhaaksi palkittu Pyykkö pudotti näin entisen joukkueensa finaalista, kun ei tälle kaudelle joukkueeseen kelvannut. Draconiksesta vapaan agentin papereilla turvapaikan saanut viimeistelijä pääsi näin näpäyttämään entisiä joukkuetovereitaan poistamalla viimeisen kyykän kentältä.</p><p><br></p><p>Toinen erä 9 - (-1) ja koko ottelu LMTVO 8, DRA 5. Draconis eteni suoraan otteluvoitoin 2-0 NKL:n finaaliin. Runkosarjapeleistään tunnettu tonttulegioona lähettikin kahdella NKL:n Hall of Fameen päätyneellä pudotuspelituloksellaan kovan haasteen tulevalle finaalivastustajalle. Finaalivastus selviää perjantaina, kun PKMM haastaa ITKK-99:n. LMTVO taas näytti toisella välierätuloksellaan, että pronssien matkaaminen Loas-päiväpeitoistaan uloskasvaneiden luolamiesten kotiluolan ulkopuolelle lienee epätodennäköistä. Välierätuloksia katsellessa moraalinen finaalipelisarja lienee kuitenkin jo käyty.</p>
